Month,Report Date,Central in Loads,National in Loads,Eastcoast in Loads,Westcoast in Loads,Central in Pounds,National in Pounds,Eastcoast in Pounds,Westcoast in Pounds
Dec-19,12/20/2019,345.88,486.91,46.36,94.67,"13,835,036","19,476,426","1,854,480","3,786,910"
Dec-19,12/13/2019,377.26,517.89,61.09,79.54,"15,090,286","20,715,747","2,443,665","3,181,796"
Dec-19,12/6/2019,380.41,525,53.91,90.68,"15,216,262","20,999,994","2,156,487","3,627,245"
Nov-19,11/29/2019,322.92,460.74,29.11,108.7,"12,916,680","18,429,435","1,164,589","4,348,166"
Nov-19,11/22/2019,356.69,527.47,62.17,108.61,"14,267,751","21,098,912","2,486,928","4,344,233"
Nov-19,11/15/2019,386.1,541.65,58.54,97,"15,444,125","21,665,944","2,341,731","3,880,088"
Nov-19,11/8/2019,388.03,527.22,47.26,91.94,"15,521,145","21,088,923","1,890,327","3,677,451"
Nov-19,11/1/2019,369.94,525.94,58.35,97.65,"14,797,736","21,037,547","2,333,908","3,905,903"
Oct-19,10/25/2019,400.82,556.5,61.58,94.11,"16,032,840","22,260,158","2,463,078","3,764,240"
Oct-19,10/18/2019,391.99,534.83,55.27,87.57,"15,679,493","21,393,276","2,210,888","3,502,895"
Oct-19,10/11/2019,381.7,548.73,59.12,107.91,"15,268,154","21,949,263","2,364,629","4,316,480"
Oct-19,10/4/2019,383.96,537.01,59.88,93.17,"15,358,533","21,480,460","2,395,119","3,726,808"
Sep-19,9/27/2019,374.32,540.27,58.82,107.13,"14,972,764","21,610,817","2,352,887","4,285,166"
Sep-19,9/20/2019,397.74,571.15,61.47,111.94,"15,909,436","22,846,031","2,458,954","4,477,641"
Sep-19,9/13/2019,357.85,526.09,60.22,108.02,"14,313,853","21,043,783","2,408,993","4,320,937"
Sep-19,9/6/2019,338.16,479.46,38.93,102.37,"13,526,249","19,178,380","1,557,270","4,094,861"
Aug-19,8/30/2019,334.81,485.38,53.42,97.15,"13,392,452","19,415,165","2,136,804","3,885,909"
Aug-19,8/23/2019,347.94,504.56,54.7,101.92,"13,917,522","20,182,281","2,188,100","4,076,659"
Aug-19,8/16/2019,351.93,505.39,68.82,84.64,"14,077,019","20,215,716","2,752,918","3,385,779"
Aug-19,8/9/2019,362.53,467.33,43.92,60.88,"14,501,247","18,693,052","1,756,644","2,435,161"
Aug-19,8/2/2019,365.52,470.13,61.45,43.16,"14,620,765","18,805,290","2,458,058","1,726,467"
Jul-19,7/26/2019,350.33,444.16,54.99,38.84,"14,013,264","17,766,486","2,199,550","1,553,672"
Jul-19,7/19/2019,358.38,467.24,59.29,49.58,"14,335,009","18,689,722","2,371,641","1,983,072"
Jul-19,7/12/2019,363.08,471.79,64.43,44.27,"14,523,216","18,871,567","2,577,381","1,770,970"
Jul-19,7/5/2019,334.32,413.1,41.34,37.43,"13,372,981","16,523,935","1,653,585","1,497,369"
Jun-19,6/28/2019,353.63,459.19,62.92,42.65,"14,145,093","18,367,672","2,516,709","1,705,870"
Jun-19,6/21/2019,365.68,457.24,50.41,41.16,"14,627,157","18,289,770","2,016,352","1,646,261"
Jun-19,6/14/2019,328.53,427.58,57.85,41.21,"13,141,027","17,103,185","2,313,880","1,648,278"
Jun-19,6/7/2019,384.06,477.55,62.49,31.01,"15,362,236","19,102,086","2,499,591","1,240,259"
May-19,5/31/2019,325.24,412.69,55.84,31.61,"13,009,707","16,507,522","2,233,562","1,264,253"
May-19,5/24/2019,331.55,415.45,52.25,31.65,"13,262,030","16,617,878","2,089,924","1,265,924"
May-19,5/17/2019,335.91,425.91,57.31,32.69,"13,436,493","17,036,427","2,292,520","1,307,414"
May-19,5/10/2019,349.7,449,68.16,31.14,"13,987,888","17,960,173","2,726,561","1,245,724"
May-19,5/3/2019,364.64,461.4,64.37,32.39,"14,585,665","18,455,955","2,574,889","1,295,401"
Apr-19,4/26/2019,349.54,439.57,54.7,35.33,"13,981,474","17,582,787","2,188,172","1,413,141"
Apr-19,4/19/2019,354.15,430.16,41.2,34.82,"14,166,178","17,206,587","1,647,802","1,392,607"
Apr-19,4/12/2019,380.07,464.7,54.11,30.51,"15,202,974","18,587,958","2,164,576","1,220,408"
Apr-19,4/5/2019,387.23,486.36,67.25,31.87,"15,489,374","19,454,233","2,690,159","1,274,700"
Mar-19,3/29/2019,407.51,478.43,34.56,36.36,"16,300,294","19,137,079","1,382,389","1,454,396"
Mar-19,3/22/2019,358.61,436.51,41.56,36.34,"14,344,551","17,460,496","1,662,429","1,453,516"
Mar-19,3/15/2019,357.69,454.24,62.33,34.21,"14,307,713","18,169,608","2,493,297","1,368,598"
Mar-19,3/8/2019,334.99,430.98,58.39,37.6,"13,399,482","17,239,027","2,335,736","1,503,809"
Mar-19,3/1/2019,359.48,438.95,51,28.48,"14,379,233","17,558,121","2,039,828","1,139,060"
Feb-19,2/22/2019,355.05,447.28,55.26,36.97,"14,202,056","17,891,017","2,210,247","1,478,714"
Feb-19,2/15/2019,357.41,423.35,37.14,28.8,"14,296,487","16,934,132","1,485,510","1,152,135"
Feb-19,2/8/2019,332.49,399.57,37.3,29.78,"13,299,686","15,982,771","1,491,979","1,191,106"
Feb-19,2/1/2019,331.47,397.9,30.83,35.6,"13,258,701","15,916,052","1,233,359","1,423,992"
Jan-19,1/25/2019,351.78,406.29,21.13,33.38,"14,071,153","16,251,556","845,007","1,335,396"
Jan-19,1/18/2019,355.75,425.33,29.83,39.75,"14,229,883","17,013,208","1,193,225","1,590,100"
Jan-19,1/11/2019,365.74,441.28,36.53,39.01,"14,629,592","17,651,190","1,461,121","1,560,477"
Jan-19,1/4/2019,356.8,421.15,29.23,35.11,"14,271,952","16,845,820","1,169,358","1,404,510"
Dec-18,12/28/2018,244.13,302.95,23.42,35.4,"9,765,279","12,118,036","936,709","1,416,048"
Dec-18,12/21/2018,348.42,403.32,27.98,26.93,"13,936,632","16,132,935","1,119,223","1,077,080"
Dec-18,12/14/2018,395.6,472.53,29.45,47.48,"15,823,868","18,901,138","1,177,920","1,899,350"
Dec-18,12/7/2018,353.73,428.02,38.08,36.21,"14,149,120","17,120,916","1,523,234","1,448,562"
Nov-18,11/30/2018,421.16,499.11,34.5,43.46,"16,846,447","19,964,569","1,379,850","1,738,272"
Nov-18,11/23/2018,329.32,389.81,26.15,34.34,"13,172,608","15,592,237","1,046,067","1,373,562"
Nov-18,11/16/2018,367.31,432.71,33.11,32.29,"14,692,423","17,308,365","1,324,469","1,291,473"
Nov-18,11/9/2018,346.76,417.32,37.02,33.54,"13,870,596","16,692,991","1,480,698","1,341,697"
Nov-18,11/2/2018,398.63,468.02,36.1,33.29,"15,945,284","18,720,819","1,444,117","1,331,418"
Oct-18,10/26/2018,385.26,457.06,35.93,35.86,"15,410,459","18,282,215","1,437,224","1,434,532"
Oct-18,10/19/2018,403.48,477.12,37.5,36.13,"16,139,059","19,084,612","1,500,166","1,445,387"
Oct-18,10/12/2018,402.58,468.09,28.74,36.77,"16,103,092","18,723,669","1,149,726","1,470,851"
Oct-18,10/5/2018,390.75,473.45,42.74,39.97,"15,629,817","18,937,961","1,709,510","1,598,634"
Sep-18,9/28/2018,391.29,476.91,50.76,34.86,"15,651,442","19,076,406","2,030,373","1,394,591"
Sep-18,9/21/2018,400.2,472.37,38.88,33.29,"16,007,812","18,894,668","1,555,357","1,331,499"
Sep-18,9/14/2018,426.52,501.21,39.72,34.97,"17,060,935","20,048,591","1,588,937","1,398,719"
Sep-18,9/7/2018,381.93,455.99,37.99,36.07,"15,277,034","18,239,412","1,519,468","1,442,910"
Aug-18,8/31/2018,384.13,462.92,37.93,40.86,"15,365,303","18,516,923","1,517,356","1,634,264"
Aug-18,8/24/2018,435.72,519.96,40.93,43.31,"17,428,754","20,798,245","1,637,064","1,732,427"
Aug-18,8/17/2018,420.67,513.68,46.54,46.47,"16,826,829","20,547,329","1,861,791","1,858,709"
Aug-18,8/10/2018,403.83,509.21,47.74,57.64,"16,153,312","20,368,429","1,909,708","2,305,409"
Aug-18,8/3/2018,414.11,506.89,36.31,56.47,"16,564,571","20,275,703","1,452,213","2,258,919"
Jul-18,7/27/2018,375.7,452.36,32.46,44.21,"15,027,911","18,094,398","1,298,202","1,768,285"
Jul-18,7/20/2018,387.75,493.69,37.29,68.64,"15,510,076","19,747,476","1,491,774","2,745,626"
Jul-18,7/13/2018,372.77,470.81,26.4,71.64,"14,910,837","18,832,512","1,056,087","2,865,588"
Jul-18,7/6/2018,346.06,429.25,26.96,56.23,"13,842,301","17,170,108","1,078,476","2,249,331"
Jun-18,6/29/2018,350.99,438.86,36.67,51.2,"14,039,516","17,554,211","1,466,709","2,047,986"
Jun-18,6/22/2018,391.29,491.53,35.7,64.54,"15,651,587","19,661,293","1,427,949","2,581,757"
Jun-18,6/15/2018,379.99,483.53,34.84,68.7,"15,199,438","19,341,068","1,393,643","2,747,987"
Jun-18,6/8/2018,402.13,495.52,32.76,60.63,"16,085,315","19,820,653","1,310,307","2,425,031"
Jun-18,6/1/2018,316.64,424.53,38.01,69.89,"12,665,500","16,981,212","1,520,271","2,795,441"
May-18,5/25/2018,309.48,406.99,37.63,59.89,"12,379,011","16,279,721","1,505,138","2,395,572"
May-18,5/18/2018,376.9,464.7,39.12,48.69,"15,076,082","18,588,152","1,564,670","1,947,400"
May-18,5/11/2018,365.06,464.3,34.84,64.4,"14,602,476","18,571,967","1,393,404","2,576,087"
May-18,5/4/2018,352.47,448.63,35.41,60.76,"14,098,718","17,945,320","1,416,308","2,430,294"
Apr-18,4/27/2018,325.66,415.33,36.53,53.14,"13,026,392","16,613,143","1,461,189","2,125,562"
Apr-18,4/20/2018,360.06,450.97,36.13,54.78,"14,402,256","18,038,658","1,445,344","2,191,058"
Apr-18,4/13/2018,376.97,473.77,38.91,57.88,"15,078,878","18,950,723","1,556,489","2,315,356"
Apr-18,4/6/2018,366.43,466.98,35.42,65.13,"14,657,186","18,679,385","1,416,928","2,605,271"
Mar-18,3/30/2018,364.18,451.34,33.39,53.77,"14,567,198","18,053,611","1,335,667","2,150,746"
Mar-18,3/23/2018,366.86,411.47,22.38,22.23,"14,674,531","16,458,874","895,336","889,007"
Mar-18,3/16/2018,363.61,416.7,31.09,22.01,"14,544,207","16,668,112","1,243,631","880,274"
Mar-18,3/9/2018,342.6,399.16,29.54,27.01,"13,704,169","15,966,287","1,181,760","1,080,358"
Mar-18,3/2/2018,348.48,416.58,34.81,33.29,"13,939,188","16,663,294","1,392,356","1,331,750"
Feb-18,2/23/2018,330.64,389.44,30.89,27.91,"13,225,768","15,577,463","1,235,485","1,116,210"
Feb-18,2/16/2018,331.8,399.56,39.72,28.04,"13,271,830","15,982,270","1,588,779","1,121,661"
Feb-18,2/9/2018,311.6,377.85,34.16,32.09,"12,464,142","15,114,010","1,366,269","1,283,599"
Feb-18,2/2/2018,270.35,326.98,34.01,22.62,"10,813,911","13,079,012","1,360,271","904,830"
Jan-18,1/26/2018,297.58,356.91,34.09,25.24,"11,903,277","14,276,512","1,363,438","1,009,797"
Jan-18,1/19/2018,283.21,348.15,34.35,30.59,"11,328,373","13,926,028","1,374,179","1,223,476"
Jan-18,1/12/2018,280.65,351.86,43.38,27.83,"11,225,978","14,074,359","1,735,219","1,113,162"
Jan-18,1/5/2018,228.63,286.43,33.24,24.56,"9,145,286","11,457,223","1,329,470","982,467"
Dec-17,12/29/2017,189,233.76,20.36,24.4,"7,559,906","9,350,412","814,448","976,058"
Dec-17,12/22/2017,220.87,283.44,42.8,19.78,"8,834,660","11,337,647","1,711,917","791,070"
Dec-17,12/15/2017,246.96,324.48,52.36,25.17,"9,878,314","12,979,369","2,094,260","1,006,795"
Dec-17,12/8/2017,237.08,306.23,41.9,27.24,"9,483,066","12,249,037","1,676,184","1,089,787"
Dec-17,12/1/2017,263.64,319.61,35.31,20.66,"10,545,748","12,784,591","1,412,322","826,521"
Nov-17,11/24/2017,230.91,290.99,37.07,23.02,"9,236,307","11,639,563","1,482,607","920,649"
Nov-17,11/17/2017,255.69,300.71,26.85,18.16,"10,227,686","12,028,287","1,074,060","726,541"
Nov-17,11/10/2017,272.41,328.83,33.18,23.23,"10,896,468","13,153,151","1,327,289","929,394"
Nov-17,11/3/2017,282.16,327.63,28.06,17.41,"11,286,444","13,105,339","1,122,561","696,334"
Oct-17,10/27/2017,302.23,371.26,43.95,25.07,"12,089,378","14,850,281","1,757,966","1,002,937"
Oct-17,10/20/2017,264.66,331.19,42.14,24.38,"10,586,439","13,247,516","1,685,695","975,382"
Oct-17,10/13/2017,269.84,325.52,36.24,19.44,"10,793,637","13,020,724","1,449,543","777,544"
Oct-17,10/6/2017,295.56,361.74,45.18,21,"11,822,468","14,469,437","1,807,016","839,953"
Sep-17,9/29/2017,297.91,358.89,41.78,19.2,"11,916,407","14,355,619","1,671,212","768,000"
Sep-17,9/22/2017,294.53,349.85,36.98,18.33,"11,781,233","13,993,839","1,479,229","733,377"
Sep-17,9/15/2017,288.35,335.32,29.03,17.94,"11,534,067","13,412,934","1,161,216","717,651"
Sep-17,9/8/2017,267.57,324.91,39.34,18,"10,702,819","12,996,415","1,573,632","719,964"
Sep-17,9/1/2017,257.79,323.68,47.17,18.71,"10,311,782","12,947,182","1,886,921","748,479"
Aug-17,8/25/2017,324.58,389.38,42.18,22.63,"12,983,222","15,575,244","1,687,021","905,001"
Aug-17,8/18/2017,307.89,351.15,28.07,15.19,"12,315,462","14,045,843","1,122,950","607,431"
Aug-17,8/11/2017,296.48,341.18,23.45,21.24,"11,859,346","13,647,022","938,023","849,653"
Aug-17,8/4/2017,291.78,343.74,30.46,21.5,"11,671,234","13,749,656","1,218,241","860,181"
Jul-17,7/28/2017,301.17,346.79,21.33,24.3,"12,046,610","13,871,522","853,102","971,810"
Jul-17,7/21/2017,266.41,318.05,28.13,23.52,"10,656,295","12,722,078","1,125,156","940,627"
Jul-17,7/14/2017,269.55,321.62,25.72,26.35,"10,782,167","12,864,878","1,028,657","1,054,054"
Jul-17,7/7/2017,236.03,272.48,13.95,22.51,"9,441,138","10,899,265","557,805","900,322"
Jun-17,6/30/2017,202.35,246.23,26.12,17.77,"8,093,835","9,849,147","1,044,679","710,633"
Jun-17,6/23/2017,274.86,321.44,29.95,16.63,"10,994,549","12,857,794","1,197,863","665,382"
Jun-17,6/16/2017,274.57,334.54,29.24,30.73,"10,982,800","13,381,438","1,169,632","1,229,006"
Jun-17,6/9/2017,261.78,329.63,46.17,21.69,"10,471,007","13,185,051","1,846,607","867,437"
Jun-17,6/2/2017,191.39,258.27,43.46,23.41,"7,655,596","10,330,705","1,738,595","936,514"
May-17,5/26/2017,203.54,275.84,49.04,23.26,"8,141,471","11,033,436","1,961,745","930,220"
May-17,5/19/2017,258.09,313.26,30.67,24.51,"10,323,477","12,530,426","1,226,725","980,224"
May-17,5/12/2017,261.03,323.49,38.22,24.25,"10,441,099","12,939,638","1,528,646","969,893"
May-17,5/5/2017,260.25,336.26,46.72,29.3,"10,409,838","13,450,292","1,868,610","1,171,844"
Apr-17,4/28/2017,238.66,299.04,39.57,20.82,"9,546,215","11,961,792","1,582,974","832,603"
Apr-17,4/21/2017,303.78,370.88,43.13,23.98,"12,151,246","14,835,377","1,725,019","959,112"
Apr-17,4/14/2017,287.25,360.15,46.79,26.12,"11,489,845","14,406,104","1,871,440","1,044,819"
Apr-17,4/7/2017,302.81,385.82,43.51,39.5,"12,112,326","15,432,845","1,740,334","1,580,185"
Mar-17,3/31/2017,321.74,395.9,50.11,24.05,"12,869,781","15,836,183","2,004,364","962,038"
Mar-17,3/24/2017,255.11,319.04,38.27,25.67,"10,204,228","12,761,714","1,530,824","1,026,662"
Mar-17,3/17/2017,283.75,331.17,26.65,20.78,"11,349,804","13,246,733","1,065,904","831,025"
Mar-17,3/10/2017,283.87,340.94,36.04,21.03,"11,354,626","13,637,474","1,441,772","841,076"
Mar-17,3/3/2017,285.09,344.96,37.73,22.14,"11,403,488","13,798,450","1,509,180","885,782"
Feb-17,2/24/2017,235.27,305.16,38.05,31.84,"9,410,814","12,206,370","1,521,800","1,273,756"
Feb-17,2/17/2017,285.83,348.52,38.62,24.07,"11,433,374","13,940,810","1,544,625","962,811"
Feb-17,2/10/2017,264.86,335.96,45.72,25.38,"10,594,396","13,438,257","1,828,640","1,015,221"
Feb-17,2/3/2017,298.35,358.51,40.74,19.41,"11,934,143","14,340,355","1,629,789","776,423"
Jan-17,1/27/2017,272.18,339.51,52.87,14.46,"10,887,359","13,580,558","2,114,734","578,465"
Jan-17,1/20/2017,255.92,328.43,48.67,23.84,"10,236,719","13,137,396","1,946,907","953,770"
Jan-17,1/13/2017,284.96,340.31,33.46,21.9,"11,398,261","13,612,431","1,338,211","875,959"
Jan-17,1/6/2017,310.98,364.61,36.82,16.81,"12,439,253","14,584,579","1,472,792","672,534"
Dec-16,12/30/2016,270.14,331.21,39.21,21.85,"10,805,770","13,248,351","1,568,491","874,090"
Dec-16,12/23/2016,260.99,304.99,28.65,15.35,"10,439,608","12,199,765","1,145,962","614,195"
Dec-16,12/16/2016,297.86,352.92,36.54,18.52,"11,914,504","14,116,612","1,461,451","740,657"
Dec-16,12/9/2016,296.36,369.12,49.66,23.1,"11,854,365","14,764,966","1,986,596","924,005"
Dec-16,12/2/2016,290.2,359.74,47.33,22.2,"11,608,170","14,389,428","1,893,388","887,870"
Nov-16,11/25/2016,250.99,291.86,20.6,20.26,"10,039,787","11,674,218","824,109","810,322"
Nov-16,11/18/2016,274.17,337.29,40.09,23.02,"10,966,903","13,491,590","1,603,789","920,898"
Nov-16,11/11/2016,298.42,366.79,44.25,24.12,"11,936,701","14,671,528","1,770,115","964,712"
Nov-16,11/4/2016,290.93,375.04,57.41,26.71,"11,637,138","15,001,786","2,296,290","1,068,358"
Oct-16,10/28/2016,282.37,341.46,40.03,19.06,"11,294,978","13,658,345","1,601,128","762,239"
Oct-16,10/21/2016,283.35,345.38,37.71,24.31,"11,334,143","13,815,116","1,508,583","972,390"
Oct-16,10/14/2016,254.48,309.22,30.66,24.08,"10,179,337","12,368,730","1,226,210","963,183"
Oct-16,10/7/2016,308.09,369.64,32.62,28.94,"12,323,524","14,785,692","1,304,735","1,157,433"
Sep-16,9/30/2016,232.17,270.35,17.3,20.88,"9,286,918","10,814,089","691,868","835,303"
Sep-16,9/23/2016,269.81,315.98,22.65,23.51,"10,792,530","12,639,087","906,050","940,507"
Sep-16,9/16/2016,260.7,317.07,35.05,21.32,"10,428,057","12,682,955","1,402,053","852,845"
Sep-16,9/9/2016,272.87,325.95,23.18,29.9,"10,914,795","13,037,824","927,161","1,195,868"
Sep-16,9/2/2016,230.24,277.88,26.8,20.84,"9,209,587","11,115,231","1,071,936","833,708"
Aug-16,8/26/2016,292.68,344.2,21.8,29.71,"11,707,348","13,767,947","872,079","1,188,520"
Aug-16,8/19/2016,306.1,361.66,25.84,29.72,"12,244,176","14,466,455","1,033,463","1,188,816"
Aug-16,8/12/2016,247.91,295.8,21.38,26.52,"9,916,345","11,832,117","855,025","1,060,747"
Aug-16,8/5/2016,288.93,345.56,27.1,29.53,"11,557,155","13,822,304","1,084,064","1,181,085"
Jul-16,7/29/2016,246.1,298.96,24.16,28.7,"9,844,188","11,958,383","966,258","1,147,937"
Jul-16,7/22/2016,247.84,302.06,24.26,29.97,"9,913,563","12,082,519","970,300","1,198,656"
Jul-16,7/15/2016,260.87,311.97,20.42,30.69,"10,434,647","12,478,865","816,780","1,227,438"
Jul-16,7/8/2016,223.07,271.51,22.67,25.77,"8,922,722","10,860,415","906,857","1,030,836"
Jul-16,7/1/2016,246.9,299.52,25.99,26.64,"9,876,083","11,980,985","1,039,430","1,065,472"
Jun-16,6/24/2016,302.45,361.01,26,32.56,"12,097,816","14,440,488","1,040,178","1,302,494"
Jun-16,6/17/2016,246.02,296.22,25.53,24.66,"9,840,864","11,848,785","1,021,399","986,522"
Jun-16,6/10/2016,263.04,307.8,16.18,28.59,"10,521,441","12,311,911","647,038","1,143,432"
Jun-16,6/3/2016,255.54,297.1,12.36,29.2,"10,221,752","11,884,191","494,467","1,167,972"
May-16,5/27/2016,227.23,261.78,13.26,21.3,"9,089,234","10,471,296","530,240","851,822"
May-16,5/20/2016,262.3,316.76,25.46,29,"10,491,901","12,670,327","1,018,357","1,160,069"
May-16,5/13/2016,249.89,302.15,22.56,29.7,"9,995,539","12,085,839","902,356","1,187,944"
May-16,5/6/2016,235.63,288.95,24.73,28.58,"9,425,268","11,557,880","989,385","1,143,227"
Apr-16,4/29/2016,229.57,277.95,22.5,25.87,"9,182,980","11,118,048","900,102","1,034,966"
Apr-16,4/22/2016,230.95,291.23,27.71,32.57,"9,237,841","11,649,087","1,108,456","1,302,790"
Apr-16,4/15/2016,244.97,296.05,24.03,27.05,"9,798,703","11,842,112","961,338","1,082,071"
Apr-16,4/8/2016,238.75,293.55,25.45,29.35,"9,549,983","11,742,021","1,017,841","1,174,197"
Apr-16,4/1/2016,235.33,289.64,23.63,30.68,"9,413,164","11,585,593","945,287","1,227,142"
Mar-16,3/25/2016,232.78,285.86,24.98,28.1,"9,311,098","11,434,265","999,106","1,124,061"
Mar-16,3/18/2016,227.9,300.18,30.75,41.53,"9,116,184","12,007,331","1,229,932","1,661,215"
Mar-16,3/11/2016,217.7,274.02,28.2,28.12,"8,707,919","10,960,737","1,127,922","1,124,896"
Mar-16,3/4/2016,217.1,279.55,27.53,34.93,"8,683,876","11,181,957","1,101,052","1,397,029"
Feb-16,2/26/2016,203.61,266,28.6,33.78,"8,144,569","10,639,976","1,144,186","1,351,221"
Feb-16,2/19/2016,235.72,292.15,24.43,32,"9,428,841","11,686,173","977,166","1,280,166"
Feb-16,2/12/2016,248.69,308.99,29.11,31.2,"9,947,455","12,359,687","1,164,393","1,247,839"
Feb-16,2/5/2016,220.56,273.53,24.66,28.31,"8,822,373","10,941,060","986,349","1,132,338"
Jan-16,1/29/2016,233.56,284.57,29.27,21.75,"9,342,234","11,382,829","1,170,662","869,933"
Jan-16,1/22/2016,211.53,276.16,28.04,36.58,"8,461,270","11,046,357","1,121,767","1,463,320"
Jan-16,1/15/2016,209.73,268.55,25.72,33.1,"8,389,304","10,742,154","1,028,975","1,323,875"
Jan-16,1/8/2016,288.25,349.35,27.84,33.26,"11,529,909","13,974,166","1,113,750","1,330,507"
Jan-16,1/1/2016,177.8,224.68,25.65,21.23,"7,112,111","8,987,200","1,026,031","849,058"
Dec-15,12/24/2015,141.56,169.47,11.91,16,"5,662,511","6,778,715","476,348","639,856"
Dec-15,12/18/2015,187.24,232.15,18.49,26.42,"7,489,521","9,286,127","739,747","1,056,859"
Dec-15,12/11/2015,218.16,272.43,29.14,25.12,"8,726,573","10,897,112","1,165,672","1,004,867"
Dec-15,12/4/2015,210.59,273.41,29.9,32.92,"8,423,478","10,936,401","1,196,106","1,316,817"
Nov-15,11/27/2015,184.81,222.26,16.34,21.11,"7,392,536","8,890,497","653,660","844,301"
Nov-15,11/20/2015,194.86,243.28,24.94,23.48,"7,794,511","9,731,378","997,481","939,386"
Nov-15,11/13/2015,229.61,281.18,26.65,24.92,"9,184,243","11,247,045","1,065,858","996,944"
Nov-15,11/6/2015,229.81,281.77,30.79,21.17,"9,192,216","11,270,656","1,231,530","846,910"
Oct-15,10/30/2015,219.1,267.99,23.72,25.17,"8,763,902","10,719,427","948,608","1,006,917"
Oct-15,10/23/2015,230.11,276.91,23.77,23.04,"9,204,327","11,076,489","950,631","921,531"
Oct-15,10/16/2015,227.2,272.71,18.3,27.21,"9,088,181","10,908,542","732,085","1,088,276"
Oct-15,10/9/2015,226.08,268.13,16.24,25.81,"9,043,187","10,725,259","649,559","1,032,513"
Oct-15,10/2/2015,201.26,247.81,29.6,16.95,"8,050,551","9,912,402","1,184,045","677,806"
Sep-15,9/25/2015,213.01,268.25,25.17,30.07,"8,520,222","10,730,084","1,006,951","1,202,911"
Sep-15,9/18/2015,212.63,259.77,21.26,25.88,"8,505,311","10,390,862","850,225","1,035,326"
Sep-15,9/11/2015,201.11,238.6,6.96,30.53,"8,044,487","9,544,108","278,480","1,221,141"
Sep-15,9/4/2015,179.68,239.61,32.04,27.89,"7,187,227","9,584,587","1,281,720","1,115,640"
Aug-15,8/28/2015,230.22,292.17,27.89,34.06,"9,208,698","11,686,818","1,115,668","1,362,452"
Aug-15,8/21/2015,242.82,289.87,20.32,26.74,"9,712,606","11,594,990","812,614","1,069,770"
Aug-15,8/14/2015,238.37,293.56,24.14,31.05,"9,534,826","11,742,393","965,488","1,242,079"
Aug-15,8/7/2015,232.69,285.18,21.16,31.33,"9,307,741","11,407,286","846,234","1,253,311"
Jul-15,7/31/2015,226.19,281.99,22.74,33.05,"9,047,639","11,279,434","909,752","1,322,043"
Jul-15,7/24/2015,217.66,270.83,23.32,29.85,"8,706,416","10,833,291","932,694","1,194,181"
Jul-15,7/17/2015,222.55,289.08,31.38,35.15,"8,902,114","11,563,277","1,255,030","1,406,133"
Jul-15,7/10/2015,323.68,394.16,23.21,47.28,"12,947,221","15,766,513","928,261","1,891,031"
Jul-15,7/2/2015,141.38,195.27,28.68,25.2,"5,655,304","7,810,812","1,147,323","1,008,185"
Jun-15,6/26/2015,228.26,303.52,35.46,39.79,"9,130,337","12,140,668","1,418,532","1,591,799"
Jun-15,6/19/2015,215.26,279.05,38.43,25.36,"8,610,214","11,161,813","1,537,350","1,014,249"
Jun-15,6/12/2015,180.7,239.02,24.91,33.4,"7,227,861","9,560,633","996,587","1,336,185"
Jun-15,6/5/2015,215.19,272.48,22.4,34.89,"8,607,707","10,899,393","895,921","1,395,765"
May-15,5/29/2015,209.12,271.64,30.84,31.68,"8,364,634","10,865,608","1,233,683","1,267,291"
May-15,5/22/2015,198.54,266.24,37.94,29.76,"7,941,596","10,649,426","1,517,595","1,190,235"
May-15,5/15/2015,224.05,302.62,40.96,37.61,"8,961,967","12,104,693","1,638,511","1,504,215"
May-15,5/8/2015,215.8,285.33,38.74,30.78,"8,632,121","11,413,025","1,549,612","1,231,292"
May-15,5/1/2015,229.87,292.63,28.57,34.19,"9,194,988","11,705,392","1,142,758","1,367,646"
Apr-15,4/24/2015,219.95,295.78,35.16,40.67,"8,797,942","11,831,102","1,406,283","1,626,877"
Apr-15,4/17/2015,209.91,282.04,41.39,30.74,"8,396,414","11,281,697","1,655,750","1,229,533"
Apr-15,4/10/2015,209.65,270.08,30.35,30.07,"8,386,097","10,803,099","1,214,040","1,202,962"
Apr-15,4/3/2015,178,233.87,28.68,27.19,"7,119,851","9,354,813","1,147,197","1,087,765"
Mar-15,3/27/2015,188.57,240.6,18.65,33.38,"7,542,620","9,624,033","746,093","1,335,320"
Mar-15,3/20/2015,179.65,238.75,24.76,34.34,"7,186,005","9,550,151","990,554","1,373,592"
Mar-15,3/13/2015,281.65,335.03,17.47,35.91,"11,266,179","13,401,385","698,694","1,436,512"
Mar-15,3/6/2015,213,263.58,20.81,29.78,"8,519,864","10,543,215","832,261","1,191,090"
Feb-15,2/27/2015,195.19,241.64,16.29,30.16,"7,807,692","9,665,644","651,716","1,206,236"
Feb-15,2/20/2015,186.25,246.21,19.49,40.47,"7,450,187","9,848,439","779,601","1,618,651"
Feb-15,2/13/2015,180.89,236.92,24.01,32.02,"7,235,729","9,476,691","960,306","1,280,656"
Feb-15,2/6/2015,165.49,213.36,23.39,24.48,"6,619,469","8,534,290","935,582","979,239"
Jan-15,1/30/2015,204.31,252.92,23.02,25.59,"8,172,237","10,116,611","920,909","1,023,465"
Jan-15,1/23/2015,195.41,245.68,25.11,25.16,"7,816,400","9,827,185","1,004,378","1,006,407"
Jan-15,1/16/2015,205.14,247.56,21.87,20.55,"8,205,746","9,902,545","874,892","821,907"
